Sum of Quantity,Year,Quarter,Month,Day,Sum of UnitPrice,Sum of CostPrice,Category,Region,total sales (SUMX),Sum of profit
4,2023,Qtr 4,December,4,496,317,Home,West,1785.6,518
5,2023,Qtr 4,December,5,2419,1239,Clothing,North,11490.25,5295
8,2023,Qtr 4,December,5,3789,3209,Clothing,West,30312,4640
7,2023,Qtr 4,December,5,3879,2204,Electronics,North,27153,11725
1,2023,Qtr 4,December,5,2579,1867,Grocery,East,1934.25,67
4,2023,Qtr 4,December,5,3827,2261,Home,East,12246.4,3202
6,2023,Qtr 4,December,6,2713,1841,Clothing,South,12208.5,1163
3,2023,Qtr 4,December,6,4399,3166,Electronics,East,11877.3,2379
1,2023,Qtr 4,December,6,4361,3582,Electronics,North,3706.85,125
15,2023,Qtr 4,December,7,6886,4594,Beauty,West,28619.4,6059
7,2023,Qtr 4,December,7,2751,1590,Electronics,South,15405.599999999999,4276
8,2023,Qtr 4,December,7,2829,1778,Grocery,East,22632,8408
5,2023,Qtr 4,December,8,4646,3366,Clothing,North,18584,1754
6,2023,Qtr 4,December,8,1853,1472,Electronics,South,10562.1,1730
6,2023,Qtr 4,December,8,3982,2438,Electronics,West,20308.2,5680
5,2023,Qtr 4,December,8,1537,1043,Grocery,West,2996.4,432
2,2023,Qtr 4,December,9,604,395,Beauty,South,1026.8,237
7,2023,Qtr 4,December,9,4896,4051,Clothing,East,30844.8,2488
2,2023,Qtr 4,December,9,3529,2310,Clothing,South,7058,2438
6,2023,Qtr 4,December,9,1528,839,Clothing,West,6876,1842
5,2023,Qtr 4,December,9,4476,2341,Grocery,West,19023,7318
7,2023,Qtr 4,December,9,89,47,Home,South,560.7,232
7,2023,Qtr 4,December,10,3320,1809,Grocery,North,18592,5929
7,2023,Qtr 4,December,10,1670,1101,Grocery,South,10521,2814
4,2023,Qtr 4,December,11,4857,4028,Clothing,South,15542.4,-570
6,2023,Qtr 4,December,11,4109,2076,Grocery,West,22188.6,9733
8,2023,Qtr 4,December,11,8111,5561,Home,East,29199.6,6956
3,2023,Qtr 4,December,12,2701,2236,Beauty,South,6482.4,-226
8,2023,Qtr 4,December,12,1271,773,Clothing,South,9151.2,2967
3,2023,Qtr 4,December,12,3224,1933,Clothing,West,7737.6,1939
5,2023,Qtr 4,December,12,704,581,Home,East,2816,-89
4,2023,Qtr 4,December,12,3912,2204,Home,South,13300.8,4485
8,2023,Qtr 4,December,13,4150,3039,Beauty,West,24900,588
7,2023,Qtr 4,December,13,4634,3762,Grocery,South,25950.4,-384
6,2023,Qtr 4,December,13,4277,2833,Home,North,19246.5,2249
5,2023,Qtr 4,December,14,4757,3192,Electronics,East,23785,7825
8,2023,Qtr 4,December,14,1856,1515,Home,North,12620.8,501
5,2023,Qtr 4,December,15,861,550,Clothing,West,4089.75,1340
3,2023,Qtr 4,December,15,1415,1001,Grocery,South,3183.75,181
3,2023,Qtr 4,December,15,3115,2435,Home,East,7008.75,-296
7,2023,Qtr 4,December,16,211,148,Electronics,North,1477,441
5,2023,Qtr 4,December,16,4611,2759,Electronics,South,18444,4649
4,2023,Qtr 4,December,16,3905,2996,Electronics,West,13277,1293
2,2023,Qtr 4,December,17,399,245,Home,North,718.2,228
2,2023,Qtr 4,December,17,1278,922,Home,South,2300.4,456
8,2023,Qtr 4,December,18,4527,3307,Home,South,14024.8,3547
1,2023,Qtr 4,December,19,2488,1617,Beauty,North,2488,871
6,2023,Qtr 4,December,19,1190,707,Electronics,East,6069,1827
7,2023,Qtr 4,December,19,1595,1222,Electronics,North,8932,378
8,2023,Qtr 4,December,19,430,343,Grocery,East,3268,524
5,2023,Qtr 4,December,19,2823,1763,Home,South,11292,2477
5,2023,Qtr 4,December,20,1660,1202,Beauty,North,8300,2290
10,2023,Qtr 4,December,20,5400,4106,Beauty,West,32500,5370
13,2023,Qtr 4,December,20,6118,4497,Home,East,31111,4258
8,2023,Qtr 4,December,20,2066,1125,Home,North,14875.2,5875
6,2023,Qtr 4,December,20,1786,1188,Home,South,9644.4,2516
1,2023,Qtr 4,December,21,3478,2043,Electronics,West,3304.1,1261
5,2023,Qtr 4,December,21,3359,1795,Home,West,15115.5,6141
5,2023,Qtr 4,December,23,2612,2074,Clothing,North,10448,78
4,2023,Qtr 4,December,23,3866,2466,Grocery,South,14690.8,4827
3,2023,Qtr 4,December,23,2470,1826,Home,East,6669,1191
8,2023,Qtr 4,December,23,1509,1111,Home,South,9054,166
6,2023,Qtr 4,December,23,3097,2393,Home,West,17652.9,3295
1,2023,Qtr 4,December,24,3248,1673,Grocery,South,2760.8,1088
2,2023,Qtr 4,December,25,2358,1241,Beauty,South,4244.4,1762
6,2023,Qtr 4,December,25,4162,2335,Grocery,South,21226.2,7216
7,2023,Qtr 4,December,25,4587,2519,Home,South,30503.55,12871
1,2023,Qtr 4,December,26,1519,1251,Beauty,South,1139.25,-112
4,2023,Qtr 4,December,26,2777,1840,Clothing,East,11108,3748
4,2023,Qtr 4,December,26,2943,2034,Grocery,South,8829,693
5,2023,Qtr 4,December,26,1821,1403,Home,South,8194.5,1180
8,2023,Qtr 4,December,26,384,265,Home,West,2918.4,798
1,2023,Qtr 4,December,27,2201,1666,Beauty,North,1980.9,315
4,2023,Qtr 4,December,27,239,186,Clothing,South,812.6,69
6,2023,Qtr 4,December,27,5017,3714,Electronics,West,6538.8,421
4,2023,Qtr 4,December,28,3337,2565,Grocery,East,13348,3088
7,2023,Qtr 4,December,28,3911,3257,Grocery,West,27377,4578
6,2023,Qtr 4,December,28,104,61,Home,South,499.2,133
6,2023,Qtr 4,December,29,1424,771,Beauty,South,6408,1782
7,2023,Qtr 4,December,29,3811,2407,Grocery,East,20007.75,3159
3,2023,Qtr 4,December,29,228,187,Home,West,513,-48
4,2023,Qtr 4,December,30,2269,1589,Beauty,North,7714.6,1359
7,2023,Qtr 4,December,30,3957,3181,Electronics,South,22159.199999999997,-108
8,2023,Qtr 4,December,30,3446,2336,Grocery,East,23432.8,4745
6,2023,Qtr 4,December,30,2688,1821,Home,West,15321.6,4396
3,2023,Qtr 4,December,31,4398,3446,Electronics,East,10555.2,217
3,2023,Qtr 4,December,31,3771,2890,Electronics,West,10181.7,1512
2,2024,Qtr 1,January,1,4679,2718,Beauty,North,8890.1,3454
6,2024,Qtr 1,January,1,1912,1556,Beauty,West,9177.6,-158
8,2024,Qtr 1,January,1,2823,1584,Clothing,South,16938,4266
5,2024,Qtr 1,January,1,4728,2694,Grocery,West,20094,6624
2,2024,Qtr 1,January,1,2331,1674,Home,South,3496.5,149
8,2024,Qtr 1,January,1,3643,2906,Home,West,24772.4,1524
7,2024,Qtr 1,January,2,3550,2786,Clothing,East,22365,2863
8,2024,Qtr 1,January,2,2026,1458,Grocery,West,14587.2,2923
4,2024,Qtr 1,January,2,1549,1298,Home,South,5576.4,384
5,2024,Qtr 1,January,2,2180,1677,Home,West,10900,2515
7,2024,Qtr 1,January,3,3286,1678,Beauty,North,17251.5,5506
1,2024,Qtr 1,January,4,1414,1097,Clothing,West,1272.6,176
3,2024,Qtr 1,January,4,3078,1750,Electronics,East,7387.2,2137
7,2024,Qtr 1,January,4,313,211,Home,East,2081.45,604
2,2024,Qtr 1,January,6,2006,1027,Home,West,3811.4,1757
7,2024,Qtr 1,January,7,133,111,Clothing,North,837.9,61
2,2024,Qtr 1,January,7,3079,2389,Electronics,East,6158,1380
3,2024,Qtr 1,January,8,3805,2819,Beauty,South,9132,675
6,2024,Qtr 1,January,8,485,387,Clothing,East,2910,588
3,2024,Qtr 1,January,8,1324,691,Clothing,South,3574.8,1502
7,2024,Qtr 1,January,8,2796,1644,Clothing,West,15657.599999999999,4150
1,2024,Qtr 1,January,8,2231,1627,Home,North,2007.9,381
6,2024,Qtr 1,January,8,4592,2582,Home,South,26174.4,10682
12,2024,Qtr 1,January,9,5231,3001,Clothing,South,34436.8,11381
4,2024,Qtr 1,January,9,4831,3982,Home,South,19324,3396
6,2024,Qtr 1,January,10,2426,1662,Beauty,North,13828.2,3856
1,2024,Qtr 1,January,10,1910,1314,Beauty,South,1528,214
4,2024,Qtr 1,January,10,586,385,Electronics,West,1875.2,335
4,2024,Qtr 1,January,10,868,667,Home,North,3298.4,630
6,2024,Qtr 1,January,11,2448,1244,Beauty,North,11750.4,4286
3,2024,Qtr 1,January,11,1876,1072,Electronics,North,5065.2,1849
7,2024,Qtr 1,January,11,2327,1681,Electronics,South,13845.65,2079
1,2024,Qtr 1,January,11,2012,1554,Grocery,North,2012,458
7,2024,Qtr 1,January,12,1718,1190,Beauty,South,10222.1,1892
7,2024,Qtr 1,January,12,593,319,Clothing,East,3320.8,1088
7,2024,Qtr 1,January,12,3296,2568,Grocery,North,19611.2,1635
7,2024,Qtr 1,January,12,2683,1346,Grocery,South,17841.95,8420
7,2024,Qtr 1,January,12,3821,3160,Home,North,21397.6,-722
4,2024,Qtr 1,January,12,4714,3884,Home,South,17913.2,2377
8,2024,Qtr 1,January,13,800,459,Beauty,North,4800,1128
3,2024,Qtr 1,January,13,4306,2507,Beauty,South,10334.4,2813
8,2024,Qtr 1,January,13,4010,3094,Clothing,West,24060,-692
4,2024,Qtr 1,January,13,452,275,Electronics,East,1627.2,527
7,2024,Qtr 1,January,13,4081,3451,Grocery,North,25710.3,1553
8,2024,Qtr 1,January,14,1244,649,Clothing,North,9952,4760
8,2024,Qtr 1,January,15,3887,2750,Clothing,West,26431.6,4432
6,2024,Qtr 1,January,15,1974,1460,Grocery,North,8883,123
2,2024,Qtr 1,January,15,1434,924,Grocery,West,2581.2,733
8,2024,Qtr 1,January,16,4762,3383,Clothing,West,36191.2,9127
6,2024,Qtr 1,January,16,2272,1590,Electronics,South,13632,4092
6,2024,Qtr 1,January,17,227,192,Clothing,North,1225.8,74
5,2024,Qtr 1,January,18,1981,1290,Electronics,North,7924,1474
7,2024,Qtr 1,January,18,3004,2153,Grocery,South,18925.2,3854
5,2024,Qtr 1,January,19,2472,1892,Beauty,South,12360,2900
7,2024,Qtr 1,January,19,1614,1200,Clothing,North,10168.2,1768
2,2024,Qtr 1,January,19,549,375,Home,South,878.4,128
5,2024,Qtr 1,January,20,1769,1233,Electronics,North,7076,911
7,2024,Qtr 1,January,21,402,322,Beauty,South,2673.3,419
10,2024,Qtr 1,January,21,3523,2346,Clothing,South,10001.55,1872
6,2024,Qtr 1,January,22,5320,3654,Beauty,South,13503.599999999999,2542
5,2024,Qtr 1,January,22,2281,1229,Beauty,West,9124,2979
4,2024,Qtr 1,January,22,2677,1397,Clothing,West,8031,2443
2,2024,Qtr 1,January,22,4324,2551,Electronics,East,7350.8,2249
5,2024,Qtr 1,January,23,733,460,Beauty,South,2748.75,449
16,2024,Qtr 1,January,23,6130,4478,Clothing,West,40134,4310
4,2024,Qtr 1,January,23,4505,2801,Electronics,North,18020,6816
8,2024,Qtr 1,January,23,3520,2938,Electronics,South,28160,4656
5,2024,Qtr 1,January,24,1204,982,Electronics,East,4816,-94
1,2024,Qtr 1,January,24,469,291,Electronics,West,445.55,155
5,2024,Qtr 1,January,25,1493,1211,Clothing,East,6345.25,290
6,2024,Qtr 1,January,25,424,260,Clothing,South,1908,348
8,2024,Qtr 1,January,25,2432,1292,Clothing,West,14592,4256
4,2024,Qtr 1,January,25,470,314,Electronics,South,1504,248
3,2024,Qtr 1,January,26,1689,929,Clothing,South,4053.6,1267
2,2024,Qtr 1,January,26,879,510,Grocery,South,1318.5,299
5,2024,Qtr 1,January,26,2296,1193,Home,East,8610,2645
9,2024,Qtr 1,January,27,4513,2574,Beauty,East,11815.150000000001,5041
3,2024,Qtr 1,January,27,1014,615,Electronics,South,2737.8,893
8,2024,Qtr 1,January,28,4298,2313,Beauty,North,29226.4,10722
6,2024,Qtr 1,January,28,3404,1752,Home,South,20424,9912
6,2024,Qtr 1,January,29,2935,1904,Clothing,South,14088,2664
5,2024,Qtr 1,January,29,4692,3739,Electronics,East,19941,1246
6,2024,Qtr 1,January,29,2315,1507,Electronics,North,13195.5,4154
14,2024,Qtr 1,January,29,5564,3206,Grocery,South,32949.8,9406
4,2024,Qtr 1,January,29,3252,2062,Home,North,10406.4,2158
8,2024,Qtr 1,January,30,1074,853,Beauty,North,6444,-380
3,2024,Qtr 1,January,30,3635,2816,Electronics,North,9814.5,1367
5,2024,Qtr 1,January,31,1750,893,Clothing,South,8750,4285
1,2024,Qtr 1,January,31,2921,2390,Home,West,2482.85,93
7,2024,Qtr 1,February,1,2531,1730,Clothing,West,13287.75,1178
6,2024,Qtr 1,February,1,2046,1596,Electronics,North,10434.6,859
1,2024,Qtr 1,February,2,3541,2756,Clothing,South,3541,785
2,2024,Qtr 1,February,2,1393,904,Electronics,West,2646.7,839
4,2024,Qtr 1,February,2,3785,2482,Grocery,South,11355,1427
2,2024,Qtr 1,February,2,1756,1077,Home,South,3512,1358
11,2024,Qtr 1,February,3,5779,3286,Beauty,West,28599.55,10112
2,2024,Qtr 1,February,3,3468,2845,Clothing,South,5895.6,206
2,2024,Qtr 1,February,3,2312,1288,Electronics,South,3468,892
2,2024,Qtr 1,February,3,4620,2935,Grocery,South,6930,1060
5,2024,Qtr 1,February,4,4606,3144,Clothing,North,23030,7310
6,2024,Qtr 1,February,4,4522,3548,Clothing,South,24418.8,3131
8,2024,Qtr 1,February,4,824,540,Grocery,South,5603.2,1283
2,2024,Qtr 1,February,4,4715,2561,Grocery,West,7072.5,1951
3,2024,Qtr 1,February,4,1641,1370,Home,South,4184.55,75
1,2024,Qtr 1,February,4,4887,2942,Home,West,4887,1945
4,2024,Qtr 1,February,5,388,292,Clothing,East,1396.8,229
7,2024,Qtr 1,February,5,4041,2469,Clothing,South,21215.25,3932
7,2024,Qtr 1,February,5,2472,1756,Electronics,South,15573.6,3282
7,2024,Qtr 1,February,5,1904,1010,Grocery,West,12661.6,5592
8,2024,Qtr 1,February,5,2642,2182,Home,West,16908.8,-547
6,2024,Qtr 1,February,6,4471,3159,Beauty,North,26826,7872
7,2024,Qtr 1,February,6,3963,2419,Beauty,South,26353.95,9421
2,2024,Qtr 1,February,6,4093,2385,Home,North,6139.5,1370
1,2024,Qtr 1,February,6,201,165,Home,South,170.85,6
20,2024,Qtr 1,February,7,4158,3008,Electronics,North,15622.4,2906
2,2024,Qtr 1,February,7,4237,2774,Home,East,6355.5,808
4,2024,Qtr 1,February,8,2487,2098,Beauty,North,8455.8,64
8,2024,Qtr 1,February,8,4245,3191,Grocery,South,33960,8432
2,2024,Qtr 1,February,8,1851,1342,Home,North,2776.5,93
6,2024,Qtr 1,February,9,2632,2182,Beauty,East,15002.4,1910
7,2024,Qtr 1,February,9,2065,1304,Beauty,South,13732.25,4604
3,2024,Qtr 1,February,9,2430,1380,Clothing,South,6196.5,2057
8,2024,Qtr 1,February,9,1508,951,Electronics,West,10254.4,2646
13,2024,Qtr 1,February,9,12902,10028,Grocery,South,44013.6,-459
7,2024,Qtr 1,February,9,3203,1936,Home,South,22421,8869
3,2024,Qtr 1,February,10,2154,1440,Grocery,North,6138.9,1819
3,2024,Qtr 1,February,10,1039,542,Grocery,South,2805.3,1179
5,2024,Qtr 1,February,11,5007,3795,Clothing,South,8215.5,314
6,2024,Qtr 1,February,11,4873,3030,Electronics,East,23390.4,5210
5,2024,Qtr 1,February,11,4613,2788,Home,North,17298.75,3359
3,2024,Qtr 1,February,12,1876,1356,Beauty,West,5628,1560
6,2024,Qtr 1,February,12,4448,3217,Electronics,East,21350.4,2048
13,2024,Qtr 1,February,12,3833,2996,Electronics,North,16775.6,911
8,2024,Qtr 1,February,13,2287,1304,Clothing,South,7243,3009
2,2024,Qtr 1,February,13,3887,2369,Grocery,North,6607.9,1870
8,2024,Qtr 1,February,13,5872,4295,Home,East,19285.6,2106
2,2024,Qtr 1,February,13,2760,1621,Home,West,4140,898
5,2024,Qtr 1,February,14,4759,2408,Beauty,North,22605.25,10565
4,2024,Qtr 1,February,14,4233,2762,Clothing,South,16085.4,5037
3,2024,Qtr 1,February,14,3948,2802,Home,West,9475.2,1069
2,2024,Qtr 1,February,15,4396,3661,Clothing,North,7912.8,591
3,2024,Qtr 1,February,15,2818,2000,Grocery,North,6340.5,341
1,2024,Qtr 1,February,16,2088,1551,Beauty,West,1983.6,433
8,2024,Qtr 1,February,16,4402,2801,Clothing,East,31694.4,9286
6,2024,Qtr 1,February,16,873,686,Electronics,North,4976.1,860
5,2024,Qtr 1,February,17,2062,1280,Beauty,South,8763.5,2364
4,2024,Qtr 1,February,17,1368,694,Clothing,South,5198.4,2422
7,2024,Qtr 1,February,17,2570,1834,Electronics,West,13492.5,655
8,2024,Qtr 1,February,17,3825,2893,Home,West,29070,5926
6,2024,Qtr 1,February,18,538,347,Clothing,West,2582.4,500
1,2024,Qtr 1,February,18,2542,1510,Electronics,South,2542,1032
2,2024,Qtr 1,February,18,250,164,Home,South,450,122
2,2024,Qtr 1,February,19,3780,2495,Beauty,East,5670,680
6,2024,Qtr 1,February,19,279,167,Beauty,South,1590.3,588
5,2024,Qtr 1,February,19,4904,4014,Clothing,North,24520,4450
4,2024,Qtr 1,February,19,4194,2572,Grocery,North,15937.2,5649
11,2024,Qtr 1,February,20,3460,2507,Clothing,East,13702.1,2616
3,2024,Qtr 1,February,20,4957,2791,Electronics,East,11153.25,2780
3,2024,Qtr 1,February,20,3324,2532,Electronics,West,7479,-117
5,2024,Qtr 1,February,20,1721,879,Grocery,South,6884,2489
1,2024,Qtr 1,February,21,3183,1931,Beauty,South,3183,1252
2,2024,Qtr 1,February,21,6274,4769,Electronics,South,6075.25,1306
4,2024,Qtr 1,February,21,600,505,Grocery,East,1920,-100
3,2024,Qtr 1,February,21,4202,2832,Home,North,11345.4,2849
3,2024,Qtr 1,February,22,876,635,Grocery,East,2365.2,460
5,2024,Qtr 1,February,22,855,623,Grocery,South,3847.5,733
5,2024,Qtr 1,February,22,699,585,Grocery,West,2970.75,46
7,2024,Qtr 1,February,24,367,297,Beauty,South,2183.65,105
7,2024,Qtr 1,February,24,4881,3114,Clothing,South,16774.2,2635
2,2024,Qtr 1,February,24,3671,2315,Electronics,East,7342,2712
4,2024,Qtr 1,February,24,2582,2054,Home,North,8778.8,563
5,2024,Qtr 1,February,25,1127,786,Grocery,East,4508,578
1,2024,Qtr 1,February,25,2201,1662,Grocery,West,1650.75,-11
8,2024,Qtr 1,February,25,1130,739,Home,East,7684,1772
1,2024,Qtr 1,February,25,4781,2663,Home,North,4302.9,1640
3,2024,Qtr 1,February,26,3290,1732,Grocery,West,8389.5,3194
6,2024,Qtr 1,February,27,2103,1510,Clothing,North,10725.3,1665
6,2024,Qtr 1,February,27,2688,1813,Grocery,South,16128,5250
3,2024,Qtr 1,February,27,4819,4096,Home,North,11565.6,-722
8,2024,Qtr 1,February,28,1302,1087,Electronics,East,10416,1720
8,2024,Qtr 1,February,28,4718,2382,Grocery,East,33969.6,14914
1,2024,Qtr 1,February,28,706,552,Grocery,North,706,154
5,2024,Qtr 1,February,28,253,198,Grocery,South,948.75,-41
4,2024,Qtr 1,February,28,3923,2897,Home,South,13338.2,1750
6,2024,Qtr 1,February,29,4594,2812,Beauty,East,20673,3801
5,2024,Qtr 1,February,29,793,611,Clothing,East,3172,117
7,2024,Qtr 1,March,1,81,68,Clothing,North,453.6,-22
3,2024,Qtr 1,March,1,3419,2270,Grocery,East,9231.3,2421
3,2024,Qtr 1,March,2,4895,3919,Home,North,11013.75,-743
2,2024,Qtr 1,March,3,4728,3424,Clothing,South,7564.8,717
8,2024,Qtr 1,March,3,4382,2899,Grocery,East,33303.2,10111
5,2024,Qtr 1,March,3,2343,1495,Grocery,West,11715,4240
5,2024,Qtr 1,March,3,1093,900,Home,East,5465,965
2,2024,Qtr 1,March,4,838,612,Beauty,South,1340.8,117
6,2024,Qtr 1,March,4,1967,1195,Grocery,West,9441.6,2272
8,2024,Qtr 1,March,4,1652,892,Home,East,11894.4,4758
8,2024,Qtr 1,March,5,4959,2925,Beauty,South,39672,16272
4,2024,Qtr 1,March,5,1835,1144,Electronics,East,6606,2030
5,2024,Qtr 1,March,5,4790,3350,Electronics,South,19160,2410
3,2024,Qtr 1,March,5,912,624,Home,East,2188.8,317
4,2024,Qtr 1,March,6,2940,1937,Beauty,South,9996,2248
2,2024,Qtr 1,March,6,3567,2458,Clothing,West,6063.9,1148
2,2024,Qtr 1,March,6,3319,1826,Electronics,South,5974.2,2322
3,2024,Qtr 1,March,6,67,42,Grocery,South,201,75
7,2024,Qtr 1,March,7,2910,2346,Beauty,South,20370,3948
1,2024,Qtr 1,March,7,4052,2642,Home,East,3849.4,1207
9,2024,Qtr 1,March,8,4982,3038,Clothing,South,19928,6042
2,2024,Qtr 1,March,8,1585,1041,Electronics,South,2694.5,613
8,2024,Qtr 1,March,8,2968,2248,Electronics,West,18995.2,1011
7,2024,Qtr 1,March,8,2628,2112,Home,North,14716.8,-67
5,2024,Qtr 1,March,9,4436,2709,Clothing,West,22180,8635
2,2024,Qtr 1,March,9,2093,1107,Grocery,West,4186,1972
3,2024,Qtr 1,March,11,4638,3275,Beauty,North,10435.5,611
1,2024,Qtr 1,March,11,131,86,Clothing,West,117.9,32
1,2024,Qtr 1,March,11,3780,3051,Grocery,East,3213,162
2,2024,Qtr 1,March,12,4114,2533,Electronics,South,7816.6,2751
8,2024,Qtr 1,March,12,257,134,Grocery,North,1747.6,676
6,2024,Qtr 1,March,12,2529,1676,Home,South,14415.3,4359
7,2024,Qtr 1,March,12,140,84,Home,West,784,196
5,2024,Qtr 1,March,13,75,42,Grocery,West,375,165
8,2024,Qtr 1,March,14,3701,2396,Grocery,South,22206,3038
7,2024,Qtr 1,March,14,1035,666,Home,South,5433.75,772
12,2024,Qtr 1,March,15,4071,2368,Electronics,South,20020.5,6305
8,2024,Qtr 1,March,15,471,315,Grocery,East,3202.8,683
2,2024,Qtr 1,March,16,490,361,Grocery,East,882,160
8,2024,Qtr 1,March,16,68,56,Grocery,West,435.2,-13
2,2024,Qtr 1,March,16,4105,2764,Home,East,7799.5,2272
3,2024,Qtr 1,March,16,129,66,Home,West,309.6,112
8,2024,Qtr 1,March,17,2063,1157,Beauty,West,14028.4,4772
8,2024,Qtr 1,March,17,4002,3257,Clothing,North,28814.4,2758
6,2024,Qtr 1,March,17,4987,4026,Home,West,28425.9,4270
3,2024,Qtr 1,March,18,1368,789,Clothing,South,3898.8,1532
8,2024,Qtr 1,March,18,1336,1029,Clothing,West,9084.8,853
1,2024,Qtr 1,March,19,3154,1585,Clothing,North,2680.9,1096
8,2024,Qtr 1,March,19,4556,3553,Clothing,South,30980.8,2557
7,2024,Qtr 1,March,19,1338,949,Clothing,West,8897.7,2255
8,2024,Qtr 1,March,20,3704,2739,Electronics,East,22224,312
3,2024,Qtr 1,March,20,3159,1653,Grocery,East,9003.15,4044
4,2024,Qtr 1,March,21,161,128,Clothing,South,644,132
4,2024,Qtr 1,March,21,3626,2731,Home,South,14504,3580
5,2024,Qtr 1,March,22,4405,2214,Clothing,South,19822.5,8753
7,2024,Qtr 1,March,22,1334,1121,Electronics,North,8404.2,557
1,2024,Qtr 1,March,22,1162,644,Home,East,987.7,344
1,2024,Qtr 1,March,22,163,131,Home,West,130.4,-1
4,2024,Qtr 1,March,23,1616,869,Beauty,West,5171.2,1695
3,2024,Qtr 1,March,23,4689,3426,Electronics,South,11253.6,976
6,2024,Qtr 1,March,23,4250,2818,Grocery,East,21675,4767
5,2024,Qtr 1,March,23,1750,1065,Grocery,South,7875,2550
6,2024,Qtr 1,March,24,3268,1903,Beauty,North,14706,3288
15,2024,Qtr 1,March,24,5488,3563,Electronics,East,37114.55,9649
2,2024,Qtr 1,March,24,3135,1865,Electronics,North,5016,1286
2,2024,Qtr 1,March,24,3584,2961,Electronics,West,7168,1246
8,2024,Qtr 1,March,25,4662,3858,Beauty,West,29836.8,-1027
7,2024,Qtr 1,March,25,726,560,Grocery,North,3811.5,-109
7,2024,Qtr 1,March,25,4281,2141,Grocery,South,29967,14980
11,2024,Qtr 1,March,26,4950,3224,Electronics,South,25707,7803
2,2024,Qtr 1,March,26,1529,815,Home,South,2446.4,816
3,2024,Qtr 1,March,27,2696,1849,Clothing,East,8088,2541
1,2024,Qtr 1,March,28,1669,851,Clothing,South,1502.1,651
8,2024,Qtr 1,March,28,4433,2526,Electronics,South,30144.4,9936
13,2024,Qtr 1,March,28,6267,3348,Home,South,34596.75,12442
5,2024,Qtr 1,March,29,542,400,Electronics,South,2574.5,575
6,2024,Qtr 1,March,30,134,93,Beauty,East,804,246
7,2024,Qtr 1,March,30,696,494,Clothing,South,4141.2,683
5,2024,Qtr 1,March,30,1628,1026,Grocery,North,6105,975
1,2024,Qtr 1,March,30,1785,1258,Home,South,1338.75,81
6,2024,Qtr 1,March,31,3194,2703,Electronics,East,17247.6,1030
2,2024,Qtr 1,March,31,1905,1367,Grocery,South,3429,695
5,2024,Qtr 2,April,1,2597,2106,Clothing,East,6555.150000000001,896
8,2024,Qtr 2,April,1,2085,1449,Grocery,North,13344,1752
1,2024,Qtr 2,April,2,4613,3408,Beauty,East,4613,1205
2,2024,Qtr 2,April,2,2287,1768,Beauty,South,4574,1038
8,2024,Qtr 2,April,2,2620,1883,Clothing,North,17816,2752
12,2024,Qtr 2,April,2,1603,1219,Electronics,North,8252.7,880
1,2024,Qtr 2,April,2,4515,3756,Grocery,South,4289.25,533
1,2024,Qtr 2,April,3,4528,3779,Beauty,South,3622.4,-157
1,2024,Qtr 2,April,3,1153,790,Clothing,North,1037.7,248
5,2024,Qtr 2,April,3,3402,1713,Home,South,12757.5,4193
8,2024,Qtr 2,April,4,535,359,Beauty,North,4280,1408
2,2024,Qtr 2,April,4,2548,1855,Electronics,West,3822,112
4,2024,Qtr 2,April,4,4152,3291,Home,East,13286.4,122
4,2024,Qtr 2,April,4,1320,893,Home,South,3960,388
1,2024,Qtr 2,April,5,3604,2864,Beauty,North,2703,-161
2,2024,Qtr 2,April,5,3805,2786,Clothing,South,5707.5,136
4,2024,Qtr 2,April,5,1326,1069,Home,North,5304,1028
4,2024,Qtr 2,April,6,913,689,Electronics,South,3469.4,713
11,2024,Qtr 2,April,6,6412,4117,Grocery,East,30420.7,8231
8,2024,Qtr 2,April,7,515,278,Electronics,East,3090,866
3,2024,Qtr 2,April,7,1583,1289,Electronics,South,4749,882
12,2024,Qtr 2,April,7,8825,6007,Home,East,46246.399999999994,8902
1,2024,Qtr 2,April,8,2994,1582,Beauty,South,2844.3,1262
13,2024,Qtr 2,April,9,7840,5515,Clothing,South,17749.55,2405
3,2024,Qtr 2,April,9,1535,1227,Grocery,South,4374.75,694
4,2024,Qtr 2,April,10,2316,1320,Grocery,East,8337.6,3058
3,2024,Qtr 2,April,11,2043,1261,Beauty,East,5209.65,1427
8,2024,Qtr 2,April,11,3441,1724,Clothing,South,24775.2,10983
7,2024,Qtr 2,April,11,267,198,Home,South,1588.65,203
1,2024,Qtr 2,April,12,4722,4009,Beauty,East,4013.7,5
8,2024,Qtr 2,April,12,1508,1211,Home,West,9048,-640
7,2024,Qtr 2,April,14,2114,1124,Electronics,North,12578.3,4710
7,2024,Qtr 2,April,14,4187,2937,Grocery,South,27843.55,7285
4,2024,Qtr 2,April,14,4226,3410,Home,East,16058.8,2419
3,2024,Qtr 2,April,15,1777,1247,Electronics,East,5331,1590
4,2024,Qtr 2,April,15,212,166,Electronics,West,805.6,142
5,2024,Qtr 2,April,15,3453,2911,Home,South,14675.25,120
5,2024,Qtr 2,April,16,161,99,Clothing,South,805,310
2,2024,Qtr 2,April,16,2968,2196,Electronics,East,5045.6,654
5,2024,Qtr 2,April,16,1507,982,Electronics,South,6028,1118
10,2024,Qtr 2,April,16,5371,3766,Grocery,South,17380,2342
5,2024,Qtr 2,April,16,2856,1789,Grocery,West,13566,4621
